_id,OBJECTID,Neighbourhood,Hood_ID,Population,Assault_2014,Assault_2015,Assault_2016,Assault_2017,Assault_2018,Assault_2019,Assault_AVG,Assault_CHG,Assault_Rate_2019,AutoTheft_2014,AutoTheft_2015,AutoTheft_2016,AutoTheft_2017,AutoTheft_2018,AutoTheft_2019,AutoTheft_AVG,AutoTheft_CHG,AutoTheft_Rate_2019,BreakandEnter_2014,BreakandEnter_2015,BreakandEnter_2016,BreakandEnter_2017,BreakandEnter_2018,BreakandEnter_2019,BreakandEnter_AVG,BreakandEnter_CHG,BreakandEnter_Rate_2019,Homicide_2014,Homicide_2015,Homicide_2016,Homicide_2017,Homicide_2018,Homicide_2019,Homicide_AVG,Homicide_CHG,Homicide_Rate_2019,Robbery_2014,Robbery_2015,Robbery_2016,Robbery_2017,Robbery_2018,Robbery_2019,Robbery_AVG,Robbery_CHG,Robbery_Rate_2019,TheftOver_2014,TheftOver_2015,TheftOver_2016,TheftOver_2017,TheftOver_2018,TheftOver_2019,TheftOver_AVG,TheftOver_CHG,TheftOver_Rate_2019,Shape__Area,Shape__Length,geometry
1,16,South Parkdale,85,21849,202,226,231,229,220,251,226.5,0.14,1148.8,13,20,23,19,17,20,18.7,0.18,91.5,45,51,71,58,78,89,65.3,0.14,407.3,0,0,1,0,0,1,0.3,1.0,4.6,24,35,41,30,35,33,33.0,-0.06,151.0,6,4,9,10,9,22,10.0,1.44,100.7,2286974.07055664,10802.8321601963,"{u'type': u'Polygon', u'coordinates': (((-79.4277365687988, 43.6297930851501), (-79.4294424194047, 43.6300233002179), (-79.4303786663674, 43.6301953965438), (-79.4316812906783, 43.6304327760938), (-79.433122270554, 43.6307530349917), (-79.4331617200024, 43.6307607002791), (-79.43344592200971, 43.6308252173271), (-79.433478912876, 43.6308235802654), (-79.4335221318036, 43.6308293933268), (-79.4335528466373, 43.6308351901031), (-79.4335846846421, 43.6308451281824), (-79.4336165171986, 43.6308600260388), (-79.43361079900072, 43.6308872790543), (-79.433787706386, 43.6309522279698), (-79.4344323445564, 43.6311808308208), (-79.4348190602339, 43.6313158574049), (-79.4350411585909, 43.6313995171045), (-79.4350934168007, 43.6314242377127), (-79.43515088627521, 43.6314546411563), (-79.43521620461762, 43.6314926552282), (-79.4353154731612, 43.6315477821948), (-79.4354774518014, 43.6316352056143), (-79.4356263626197, 43.6317169325409), (-79.43580313161182, 43.6318114389484), (-79.4358475830014, 43.6318478386827), (-79.4358933000043, 43.6318478553271), (-79.4359306160738, 43.6317999076235), (-79.4363114617717, 43.631937878324), (-79.4362961900399, 43.6319649281145), (-79.4363300466138, 43.6319772429298), (-79.4363181834961, 43.6319919986676), (-79.4363384862403, 43.6320006153429), (-79.436605958534, 43.6320733335095), (-79.4367616985458, 43.6321213973896), (-79.436903450777, 43.6321661048056), (-79.4370138657416, 43.6322543617047), (-79.4370375643209, 43.6322629801264), (-79.4370934309516, 43.6322753158366), (-79.4371425148636, 43.632291329375), (-79.4372474574242, 43.6323393556481), (-79.4374861130084, 43.632441571617), (-79.4375571916899, 43.6324723593467), (-79.4375724184292, 43.6324883542017), (-79.4376875238775, 43.6325363856186), (-79.437790772291, 43.6325696571248), (-79.4379837563602, 43.6326287933522), (-79.4381637263718, 43.6326897044977), (-79.4384333019568, 43.6328074356646), (-79.4385770708716, 43.6328825939203), (-79.4386489653144, 43.6329043979813), (-79.4388361647774, 43.632999184321), (-79.4389694578367, 43.633066730268304), (-79.4390129023237, 43.6330721993177), (-79.4391357328737, 43.6331060021341), (-79.4392256188424, 43.633143738936), (-79.4393158915072, 43.63321604135741), (-79.439318628694, 43.63323003103), (-79.4392813059792, 43.6334217776388), (-79.4392489842507, 43.6335452780612), (-79.4392474911984, 43.633551110193), (-79.4392667276893, 43.6335611029977), (-79.4392515866068, 43.6335700873792), (-79.43935330284252, 43.6336260762577), (-79.4393698101842, 43.633614095112), (-79.4397065472534, 43.6337850662959), (-79.4396790078057, 43.6338240099458), (-79.4397367351408, 43.6338490103511), (-79.4397642739823, 43.6338230557469), (-79.4398757035804, 43.6338580129401), (-79.4398914309928, 43.6338575801407), (-79.4399216782787, 43.6338745727327), (-79.4399670179748, 43.633906569621), (-79.4400272986301, 43.634143311789), (-79.4400025011288, 43.6341792504763), (-79.43996671671292, 43.6342092064413), (-79.4399669066272, 43.6342176228751), (-79.4399560765162, 43.6342284459037), (-79.4400179346696, 43.6342749977503), (-79.4401629864868, 43.6343867004574), (-79.4402781752887, 43.6344689347141), (-79.4404275066787, 43.634565138861404), (-79.4404957681695, 43.6346039345541), (-79.4406856652885, 43.634698602223), (-79.4408435719215, 43.634759155624), (-79.4409267909679, 43.6347871030775), (-79.4409630590918, 43.6348072760056), (-79.4409971925365, 43.6348305533123), (-79.4411017504463, 43.6348740211062), (-79.4412340739868, 43.63490045438041), (-79.4413984113823, 43.6349253286672), (-79.4415819816079, 43.6349393838324), (-79.4417523425215, 43.6349385346137), (-79.4418669462953, 43.634949601693), (-79.4419651409025, 43.6349481033394), (-79.4421380748067, 43.634926488563), (-79.4424070694259, 43.634892508994106), (-79.4424882079842, 43.6348677419131), (-79.442639818602, 43.6348135574907), (-79.4427401784962, 43.6347763959084), (-79.4427850083291, 43.6347733218635), ...),)}"
2,17,South Riverdale,70,27876,215,207,236,243,304,261,244.3,-0.14,936.3,18,23,27,37,40,40,30.8,0.0,143.5,89,98,148,94,91,133,108.8,0.46,477.1,1,0,3,5,2,0,1.8,-1.0,0.0,64,42,49,64,40,35,49.0,-0.13,125.6,18,16,22,27,24,21,21.3,-0.13,75.3,10964573.827636698,43080.7247013893,"{u'type': u'Polygon', u'coordinates': (((-79.3286449860498, 43.6474512417408), (-79.32862753122681, 43.6474298822475), (-79.3287222874449, 43.6473945497248), (-79.3287466306096, 43.6474259920945), (-79.3287558985869, 43.6474231165274), (-79.3287948462845, 43.6474145695218), (-79.3288342587795, 43.647412585222405), (-79.328851188487, 43.6473962550186), (-79.3288653050768, 43.6473840162399), (-79.32888785669431, 43.6473697467669), (-79.3289611292876, 43.6473391886362), (-79.3290175119405, 43.6473065708798), (-79.3291105344142, 43.6472617479609), (-79.3292599730881, 43.6471679515873), (-79.3294206733864, 43.647076206139), (-79.3295136894264, 43.6470334261995), (-79.3295897462459, 43.647013097412), (-79.3296320416126, 43.646986597308), (-79.3296715346831, 43.6469559883722), (-79.3299110743985, 43.6468500654417), (-79.3301196445571, 43.6467543125837), (-79.3302803251619, 43.6466687048492), (-79.3303987499269, 43.64659120747991), (-79.3304132414576, 43.6465865122424), (-79.33052479872681, 43.6464516565975), (-79.3306263283372, 43.6462987921732), (-79.3307042186761, 43.6461503753487), (-79.330811126115, 43.6460155125276), (-79.33091802067942, 43.6458806495843), (-79.3310694391028, 43.6457593544518), (-79.3312391038172, 43.6456245839433), (-79.3314260828293, 43.6455258443422), (-79.3316193342473, 43.6454046101541), (-79.3317707502281, 43.6452788133747), (-79.3319372380211, 43.6451665406626), (-79.3321203596205, 43.6450632935426), (-79.3322961302237, 43.6449555346394), (-79.3324464034002, 43.644825234574), (-79.3325943205987, 43.6447039322667), (-79.3327353084719, 43.6445691175134), (-79.3328786261175, 43.6444298052844), (-79.3330297149738, 43.6442860215214), (-79.3331823028601, 43.644155705851), (-79.3333387324221, 43.6440389156919), (-79.3334923722395, 43.6439491254823), (-79.3336034589729, 43.6438367696084), (-79.3337145949292, 43.6437109115807), (-79.333820363384, 43.6435580414084), (-79.3339694522433, 43.6434367389971), (-79.3341131114623, 43.6433109188028), (-79.3342521342529, 43.6431806090002), (-79.3344008370305, 43.6430548047525), (-79.3345367228387, 43.6429424928763), (-79.334661006365, 43.6428211446418), (-79.33478758255912, 43.6427088099961), (-79.3348897403622, 43.6426054413544), (-79.3349906957363, 43.6425155730021), (-79.3350637499309, 43.6424301650128), (-79.3351472159893, 43.6423627748152), (-79.3351761582138, 43.6423355692732), (-79.3352530501016, 43.6422698617838), (-79.3352316017198, 43.6422581380367), (-79.3352101657412, 43.6422464143035), (-79.3352101870724, 43.6422386101096), (-79.3352173690512, 43.64223213044401), (-79.3352442110718, 43.6422295677242), (-79.3352909100901, 43.6421633666189), (-79.3352051965581, 43.642100872301), (-79.3353557892872, 43.6419893457519), (-79.3354058146756, 43.6420167100738), (-79.3354973207257, 43.6419232811021), (-79.3355330442986, 43.6419454219705), (-79.3356138232144, 43.6418493850638), (-79.3356533095264, 43.641805262902), (-79.33569619550572, 43.6418235164047), (-79.3358701365044, 43.6416808418318), (-79.335850510229, 43.6416600203867), (-79.3358702178591, 43.641650957256), (-79.3358541524547, 43.641637936148), (-79.3359868749058, 43.6415198840764), (-79.3360052829802, 43.6415283268072), (-79.3360270888086, 43.6415361893169), (-79.3360880352071, 43.6414946991906), (-79.3360987796364, 43.6414908169838), (-79.3361364610786, 43.6414492844716), (-79.3361759184715, 43.641415567719), (-79.336258385221, 43.641354611276704), (-79.3362745282711, 43.6413390439491), (-79.3362906925036, 43.6413156724235), (-79.3362889782066, 43.64128969188771), (-79.3364038046901, 43.6411703084896), (-79.3364163180592, 43.6411768254176), (-79.3364342352779, 43.6411651582181), (-79.3364503147954, 43.6411729764484), (-79.3365190287086, 43.64110984880071), (-79.3365280168091, 43.641104559821), (-79.3366681821891, 43.6409787493693), (-79.3367859367591, 43.6408348859161), (-79.3369245881718, 43.6406955708599), (-79.3370593473395, 43.640560732789105), ...),)}"
3,18,St.Andrew-Windfields,40,17812,53,41,48,45,55,58,50.0,0.05,325.6,15,25,10,15,21,35,20.2,0.67,196.5,81,79,57,91,81,83,78.7,0.02,466.0,1,0,0,2,0,0,0.5,0.0,0.0,8,5,14,0,4,12,7.2,2.0,67.4,10,14,8,7,6,6,8.5,0.0,33.7,7299579.75805664,13025.997456436202,"{u'type': u'Polygon', u'coordinates': (((-79.3438610732307, 43.7564969057502), (-79.3470043365385, 43.7558116980336), (-79.3486397447343, 43.7554426555685), (-79.3508424919468, 43.7549599707704), (-79.3519943626587, 43.754698605081), (-79.3526050130423, 43.754556166532), (-79.354059769712, 43.7542434130918), (-79.35518138122, 43.7539948843808), (-79.3555172428514, 43.7539204731535), (-79.3574524780245, 43.7534931480264), (-79.3586973882102, 43.7532264929738), (-79.359929323428, 43.7529544167067), (-79.3603359436603, 43.7529113572991), (-79.3605907334475, 43.7528996066905), (-79.360807927, 43.7528965049316), (-79.3618848271084, 43.7529360215609), (-79.3627925367558, 43.75294831235121), (-79.3630000754007, 43.7529534489715), (-79.3631715900599, 43.7529368311094), (-79.3633392295754, 43.7529150686496), (-79.3634512786368, 43.752902510820405), (-79.364108780435, 43.7527896627949), (-79.36545353302, 43.7524958240308), (-79.3689741283669, 43.7517720738595), (-79.3704135770317, 43.7514563671759), (-79.3716188105933, 43.75122580129), (-79.3736122259911, 43.7508065578063), (-79.3748343874189, 43.750550422175), (-79.3754038119234, 43.7504217234724), (-79.37603815719062, 43.7502900949438), (-79.376234129139, 43.7502461652222), (-79.3773186813042, 43.7500348961294), (-79.3787161480596, 43.7497443602089), (-79.3792728287721, 43.7496281854229), (-79.3799552975106, 43.7494719765536), (-79.3806186751851, 43.7493483011663), (-79.3807540896838, 43.7493135086935), (-79.3818599866716, 43.749079247562), (-79.3820758596625, 43.7490391539113), (-79.3823184222494, 43.748958032658), (-79.3824825346833, 43.7488829691054), (-79.3826301691099, 43.7488080954253), (-79.3829010307489, 43.7486555501038), (-79.3829150295905, 43.7486465992044), (-79.383212684137, 43.7484563383603), (-79.3834467679753, 43.748295427999), (-79.38367408895111, 43.7482021906399), (-79.3838049097779, 43.7481456158558), (-79.383954455496, 43.7481015446625), (-79.3841149481314, 43.748059770689004), (-79.3852387333819, 43.747808761629), (-79.3863545113787, 43.7475716944808), (-79.3889699297612, 43.7470336140919), (-79.3915709191167, 43.7464770885652), (-79.3941698724917, 43.7459353269649), (-79.3963997154725, 43.7454538046738), (-79.3990447946993, 43.744904079823), (-79.3996000672606, 43.744800046387), (-79.3999699605462, 43.7447143637407), (-79.400557894863, 43.7445587140451), (-79.4009615855681, 43.744463129204), (-79.40142642296172, 43.7443755617937), (-79.401640046381, 43.7443185608699), (-79.4018814206227, 43.7442530051784), (-79.4019688299274, 43.7442372019705), (-79.4021058222914, 43.7442175886369), (-79.4022194797677, 43.7441935625678), (-79.4023393035142, 43.7441645819641), (-79.402459089431, 43.7441511823707), (-79.402562999307, 43.7441353207782), (-79.4026367151587, 43.7441261483098), (-79.4027505693932, 43.7441260652118), (-79.4028264929046, 43.7441260127681), (-79.402932832805, 43.744127597333), (-79.4030530758063, 43.7441308858276), (-79.4031909701072, 43.7441290584333), (-79.4032871979027, 43.7441340905843), (-79.4034299654545, 43.7441515747118), (-79.4035763140192, 43.7441658572361), (-79.4036801984523, 43.7441811839469), (-79.4037843056291, 43.7441892557411), (-79.403895846866, 43.7441992779619), (-79.4039624685325, 43.7442084882324), (-79.4040260720832, 43.7442183620225), (-79.40407786837811, 43.7440803082845), (-79.4041318258496, 43.7439260360745), (-79.4041778995036, 43.7438337038502), (-79.4042239133153, 43.7438099701066), (-79.4042798968283, 43.7437863617102), (-79.4043767547903, 43.7437462161819), (-79.4046516640098, 43.7436774602349), (-79.4052232584407, 43.7435710817468), (-79.4057031811664, 43.7434671631598), (-79.4064570990334, 43.743303905824), (-79.4066847316185, 43.7441499036629), (-79.406819608653, 43.7446524545987), (-79.4068945825699, 43.7450171834007), (-79.4069516932336, 43.7453641111182), (-79.4069949959781, 43.7456880743633), (-79.4069974987764, 43.7456995079876), ...),)}"
4,19,Taylor-Massey,61,15683,127,92,97,107,123,122,111.3,-0.01,777.9,11,9,7,5,12,12,9.3,0.0,76.5,31,71,43,27,41,63,46.0,0.54,401.7,0,1,1,1,0,1,0.7,1.0,6.4,24,37,16,20,16,13,21.0,-0.19,82.9,4,3,5,2,4,3,3.5,-0.25,19.1,1062970.03637695,5940.70005041958,"{u'type': u'Polygon', u'coordinates': (((-79.28771591526392, 43.6897779527472), (-79.2926499321834, 43.6887069748677), (-79.2930843519871, 43.6897203314912), (-79.2932385350212, 43.6900799798289), (-79.2934352191271, 43.6905371532031), (-79.2934635492271, 43.6906029861518), (-79.2936650733827, 43.6910713924982), (-79.2942237961053, 43.6923768368943), (-79.2942606772278, 43.69247109322211), (-79.294266449642, 43.6924699334383), (-79.2948153786296, 43.6923437852762), (-79.2947759524678, 43.6922535121462), (-79.295806513751, 43.6920166243837), (-79.2969915026042, 43.6917416920082), (-79.2999001609199, 43.6910758702795), (-79.3015026760118, 43.6907065041076), (-79.3021378695158, 43.6905592273517), (-79.3027967215295, 43.6904064610596), (-79.3033631921083, 43.691700154599), (-79.30407915022, 43.6933395994579), (-79.3047292632399, 43.6948327813326), (-79.3051643270513, 43.6958730330731), (-79.3055886270784, 43.6968281211259), (-79.3056454437025, 43.6969367917326), (-79.3056843136166, 43.6969786419683), (-79.305727717489, 43.6970225882038), (-79.3057973954875, 43.6970480273327), (-79.3062715921829, 43.69804791599421), (-79.3031659558105, 43.6969821193077), (-79.3029186166313, 43.6968978097774), (-79.3005634204933, 43.6960950641788), (-79.2989612430179, 43.6955165596929), (-79.297295073764, 43.6949148758355), (-79.2973475842531, 43.6952031554646), (-79.2974167878707, 43.6956700149702), (-79.2974042132502, 43.6958969971502), (-79.2973718615006, 43.6961318924346), (-79.2972731532284, 43.6965240042112), (-79.2971832900206, 43.6968938082829), (-79.2971673688394, 43.6969833432184), (-79.2971211482736, 43.6972431384445), (-79.2970721565196, 43.697375415959), (-79.2970583091805, 43.6974127738757), (-79.2970523356912, 43.6974881403606), (-79.2970277545348, 43.6977983543535), (-79.2970312814684, 43.6982460234368), (-79.2970267818755, 43.698998814053304), (-79.2969891255924, 43.6996245820573), (-79.2969401768473, 43.7004566311687), (-79.2968741418721, 43.7008955441887), (-79.296869933918, 43.7011386713316), (-79.2968997017725, 43.701328805068), (-79.2968907377959, 43.7017899986666), (-79.296889820882, 43.7022563822834), (-79.2968442378101, 43.7022486501587), (-79.2967775652694, 43.7022510790152), (-79.295760375338, 43.7024750640775), (-79.2944857812079, 43.702762432909), (-79.2934353822465, 43.7030158978661), (-79.2930979988673, 43.7022222537238), (-79.292820581306, 43.7015890666566), (-79.292744788586, 43.7014154468583), (-79.2924005278894, 43.7006137587912), (-79.292283026825, 43.7003391491065), (-79.292183353275, 43.700108273109805), (-79.292182504017, 43.7001063002768), (-79.2920363888967, 43.6998047063374), (-79.2918715472099, 43.6994834102136), (-79.2916689331652, 43.6991071729416), (-79.2914441463513, 43.6987072573613), (-79.2912542554698, 43.6983521146139), (-79.2911158922011, 43.6980715696552), (-79.29091846482712, 43.697654969502), (-79.290728283371, 43.6972246912291), (-79.2904439252718, 43.696549809003), (-79.29019232587231, 43.6959743877728), (-79.2899486670664, 43.695361003923), (-79.2897799470358, 43.694949135048), (-79.2896432830877, 43.6945273424173), (-79.2896362234975, 43.6945098128396), (-79.28939250554582, 43.6938421855264), (-79.2891398996198, 43.6932272890202), (-79.2889815251343, 43.6928683657272), (-79.288656087772, 43.6920863588566), (-79.288497593488, 43.6916855333946), (-79.2884931056378, 43.6916741474055), (-79.2883180635519, 43.6912314708486), (-79.2878837414459, 43.6901784186862), (-79.28771591526392, 43.6897779527472)),)}"
5,20,Humber Summit,21,12416,76,89,118,116,109,118,104.3,0.08,950.4,66,42,62,83,106,135,82.3,0.27,1087.3,54,44,41,40,56,57,48.7,0.02,459.1,0,1,0,2,1,3,1.2,2.0,24.2,22,23,23,27,31,28,25.7,-0.1,225.5,15,16,18,18,15,22,17.3,0.47,177.2,7966905.39770508,12608.573117878,"{u'type': u'Polygon', u'coordinates': (((-79.5806033091641, 43.7630193015899), (-79.5774972198147, 43.7637029413873), (-79.5772857776715, 43.7637574159323), (-79.577105144876, 43.763818215167106), (-79.5769605661006, 43.7638589171205), (-79.5767148474523, 43.7639066447639), (-79.5765258996966, 43.7639440904925), (-79.5761755121655, 43.764017630501), (-79.5760320136709, 43.7640491943188), (-79.5758461868499, 43.7640901023169), (-79.5758295485984, 43.7640937678525), (-79.5754386793767, 43.7641847408124), (-79.5748316238471, 43.7643447585258), (-79.5711100614289, 43.7651629601033), (-79.5710762994649, 43.7651703801061), (-79.5709607711859, 43.7651957993246), (-79.5689758873673, 43.7656197026597), (-79.5647438112136, 43.7665465404025), (-79.5605823693055, 43.7674033614475), (-79.5605193098563, 43.767416356606), (-79.55776341826531, 43.7679836710477), (-79.5549474844022, 43.7685680231704), (-79.5521550164659, 43.7691182345612), (-79.5495598467694, 43.7696698585062), (-79.5464861447444, 43.7702823052742), (-79.54340752982192, 43.7709210897384), (-79.5406196934969, 43.7714932953149), (-79.5379190485143, 43.7720566367649), (-79.5377552520027, 43.7720900134649), (-79.5376848422977, 43.7721043576251), (-79.5353645200482, 43.7725771134923), (-79.5350366975892, 43.772643904406), (-79.5348409433202, 43.7726890602982), (-79.5341509089069, 43.7698054608061), (-79.5339241451368, 43.7688577365785), (-79.5322306528891, 43.7616973243142), (-79.5316584918388, 43.7593814234518), (-79.5313443766666, 43.758026923902406), (-79.5312814457956, 43.75775553601291), (-79.5312123419824, 43.7574575241172), (-79.5310945360099, 43.7569494906589), (-79.5307500241711, 43.7554790162471), (-79.5305231965029, 43.7545108680963), (-79.530717232909, 43.7544699504993), (-79.5308641718267, 43.7544377674986), (-79.5327253431606, 43.7540302408268), (-79.5344905978613, 43.7536436766878), (-79.5355302630204, 43.753414933806006), (-79.5362227197388, 43.7532913454785), (-79.5369880128469, 43.7531216070578), (-79.5370671778546, 43.7531040469983), (-79.5376559633753, 43.7529789263405), (-79.5381698651863, 43.7528697238677), (-79.5399289355741, 43.752493312135606), (-79.54056079198432, 43.7523587731532), (-79.5416878173327, 43.7521631487532), (-79.542340050286, 43.7520909980946), (-79.5430032702291, 43.7519480988293), (-79.5434779691517, 43.75186346960311), (-79.5440440252005, 43.7517488021005), (-79.5445241492475, 43.7516497464474), (-79.5449995103376, 43.7515433726418), (-79.5455260248335, 43.7513979291079), (-79.5458844843323, 43.7513236875471), (-79.5490354381361, 43.7506495993339), (-79.5522761333095, 43.7499457240715), (-79.5575929673475, 43.7487960230486), (-79.5587446631218, 43.7485585151383), (-79.5623195087462, 43.7477662584605), (-79.564375410972, 43.7473117531905), (-79.5646744925417, 43.7472339395857), (-79.565036579324, 43.74713722274821), (-79.5655059136699, 43.7470128725241), (-79.5657435965911, 43.7469500243608), (-79.5659930422121, 43.7468915165148), (-79.5660847020144, 43.7468700045797), (-79.5665046605012, 43.7467423123189), (-79.5668610440251, 43.7466360606894), (-79.56729896706221, 43.7465427487682), (-79.567671471496, 43.7464316874492), (-79.5681135872878, 43.7463482352907), (-79.5682395708883, 43.7463215074451), (-79.5685806160523, 43.7462491223039), (-79.5690869550022, 43.7463672828195), (-79.5693551731623, 43.746388075292), (-79.5697031630919, 43.7464590814918), (-79.5701178731742, 43.7465670138507), (-79.5705351515178, 43.7466402973108), (-79.5708882585225, 43.7467311895012), (-79.57123165617531, 43.7468005286599), (-79.5716190629312, 43.7468109350476), (-79.5720214691006, 43.7468007628187), (-79.5724260477071, 43.7468418229039), (-79.5728078779453, 43.7469632771986), (-79.5730743361704, 43.74716718345681), (-79.5732643685696, 43.7474191687579), (-79.5733386988181, 43.7476871872407), (-79.5733021962282, 43.7480045856255), (-79.5731796932214, 43.7483413197445), (-79.5730866906341, 43.7486468635384), ...),)}"
6,21,Humbermede,22,15545,117,132,114,157,119,161,133.3,0.35,1035.7,36,33,45,58,56,68,49.3,0.21,437.4,35,35,24,21,44,61,36.7,0.39,392.4,0,0,1,1,0,0,0.3,0.0,0.0,28,27,24,34,29,27,28.2,-0.07,173.7,1,9,1,7,10,8,6.0,-0.2,51.5,4421664.9753418,12445.722149019699,"{u'type': u'Polygon', u'coordinates': (((-79.5262398770699, 43.7364023866052), (-79.5264469394364, 43.7363542361201), (-79.5272213092772, 43.7361653877957), (-79.5288665725939, 43.7357988036226), (-79.5292877248091, 43.7356970361822), (-79.5322110683858, 43.7350487886046), (-79.5339151816453, 43.7346719166547), (-79.5354112874637, 43.7343311429875), (-79.5356341142255, 43.73428436615391), (-79.5357490898217, 43.7342602338553), (-79.5381888146125, 43.7337480106541), (-79.5439194231334, 43.7324827770698), (-79.5443707302341, 43.7323831117128), (-79.5445534486297, 43.7324052377733), (-79.5447591975965, 43.7323652097459), (-79.5449422140137, 43.7322711466522), (-79.5450850753024, 43.732147988996), (-79.5452942632412, 43.7318466517113), (-79.5454601412776, 43.7315319643708), (-79.5455492200366, 43.731483745093), (-79.5458171873041, 43.7314523675712), (-79.5462846667547, 43.7314446091583), (-79.5467295249321, 43.7315593024015), (-79.5471429244628, 43.7317627144331), (-79.5475162221686, 43.7319543949794), (-79.5476607421395, 43.7321459628938), (-79.5477665761368, 43.7323919054722), (-79.5481766146804, 43.7325721548683), (-79.5485213270908, 43.732711348736), (-79.5488263992066, 43.7328287934277), (-79.5489074457046, 43.7328722349168), (-79.5489982619788, 43.732976754784), (-79.5491492757179, 43.7331005564335), (-79.5495694613043, 43.7332308934042), (-79.5499750770501, 43.7333039601162), (-79.55032049570681, 43.7335353482387), (-79.5504177487049, 43.7337321451477), (-79.5504510443309, 43.7338674375383), (-79.5504594049268, 43.7339486252964), (-79.5504056253519, 43.7341080164938), (-79.550405368247, 43.73411229221), (-79.5503974463652, 43.7342433271734), (-79.5504390551217, 43.7344177083986), (-79.5505180080645, 43.7346101206469), (-79.5505181114695, 43.7347183608496), (-79.5504393931032, 43.7348055998973), (-79.5502923344739, 43.7348918518362), (-79.5500000159162, 43.7350493492429), (-79.5495970964856, 43.7352793721458), (-79.5493293638819, 43.7354788930719), (-79.5490795311033, 43.7357092350169), (-79.5490426692579, 43.7357954739693), (-79.5490676432233, 43.7358976996326), (-79.5491215512453, 43.7359347076867), (-79.5493869966043, 43.7359396610146), (-79.5495362902257, 43.7359396054119), (-79.549797522878, 43.735894386555), (-79.5499716520679, 43.7358582244836), (-79.5502453733601, 43.7358731366013), (-79.5504196559303, 43.7360053784667), (-79.5504903381332, 43.7362067955941), (-79.5505195171809, 43.7364052426019), (-79.5504740382509, 43.73656161467), (-79.5504116547977, 43.7366933127045), (-79.5502091098531, 43.7369113224739), (-79.5500134453538, 43.7371941469685), (-79.5500499507359, 43.7375003449831), (-79.5499526247647, 43.7378040811822), (-79.5498987132342, 43.737914982288), (-79.5498407122359, 43.7379751450312), (-79.5497204489852, 43.7379872230957), (-79.5496250447987, 43.7379601977591), (-79.5494549839987, 43.737924194404805), (-79.5492345314914, 43.737917430614), (-79.5488348677744, 43.7380257252377), (-79.548540066785, 43.73823818159391), (-79.5483247522606, 43.7384930175506), (-79.5483180250882, 43.7387729416337), (-79.54817741193412, 43.7389861868634), (-79.5477964590763, 43.7390610212619), (-79.5475347592325, 43.7391940970236), (-79.5474405430327, 43.7392420048722), (-79.5470851370386, 43.7394428889455), (-79.5469057303531, 43.7395249371887), (-79.5467364034185, 43.7396060358958), (-79.5463869399307, 43.739791109143), (-79.5461430638046, 43.7400560969282), (-79.5460616078226, 43.740363054723), (-79.5460985152313, 43.7405211559584), (-79.5461294314537, 43.740653651015), (-79.5461372165702, 43.7406869975358), (-79.5463532223197, 43.7409357859336), (-79.5463639959373, 43.7409481942989), (-79.5466641174099, 43.7411650114841), (-79.5469860915928, 43.7413811888038), (-79.5472858129188, 43.7415572288094), (-79.5475744877255, 43.7417351178797), (-79.5479565667091, 43.7418051860164), (-79.5481597147129, 43.7417821383956), (-79.548370584261, 43.7417582140244), ...),)}"
